Data/Hora;Dia;Mês;Ano;Data;Hora;Cogeração (kWh);Eólica (kWh);Fotovoltaica (kWh);Hídrica (kWh);Outras Tecnologias (kWh);Rede Distribuição (kWh)
2024-12-01T01:30:00+00:00;01;12;2024;2024-12-01;01:30;65302.25;470343.0;0.0;15520.0;47144.841000000015;598310.091
2024-12-01T02:00:00+00:00;01;12;2024;2024-12-01;02:00;66912.25;480471.25;0.0;15785.0;46545.88500000001;609714.385
2024-12-01T03:15:00+00:00;01;12;2024;2024-12-01;03:15;66242.25;503178.5;0.0;14488.0;45818.38600000006;629727.136
2024-12-01T03:30:00+00:00;01;12;2024;2024-12-01;03:30;66823.25;513665.25;0.0;14444.75;47138.85400000005;642072.104
2024-12-01T05:15:00+00:00;01;12;2024;2024-12-01;05:15;66463.25;468322.0;0.0;13993.25;46508.978;595287.478
2024-12-01T05:30:00+00:00;01;12;2024;2024-12-01;05:30;66023.75;451685.75;0.0;13758.25;46622.65599999996;578090.406
2024-12-01T06:45:00+00:00;01;12;2024;2024-12-01;06:45;67323.25;382036.0;0.0;14689.0;46313.409999999974;510361.66
2024-12-01T07:00:00+00:00;01;12;2024;2024-12-01;07:00;69374.0;388876.75;0.0;14621.0;46346.43900000001;519218.189
2024-12-01T07:45:00+00:00;01;12;2024;2024-12-01;07:45;68786.0;436476.25;1.25;14914.75;49321.88899999997;569500.139
2024-12-01T08:00:00+00:00;01;12;2024;2024-12-01;08:00;69865.5;435321.75;62.25;15060.25;56389.27000000002;576699.02
2024-12-01T08:15:00+00:00;01;12;2024;2024-12-01;08:15;69864.75;435131.5;385.25;17685.0;47550.02500000002;570616.525
2024-12-01T08:45:00+00:00;01;12;2024;2024-12-01;08:45;69423.75;428372.5;1508.75;19474.0;48916.03000000003;567695.03
2024-12-01T10:15:00+00:00;01;12;2024;2024-12-01;10:15;70584.75;335310.75;5897.0;23091.75;60572.75699999998;495457.007
2024-12-01T10:30:00+00:00;01;12;2024;2024-12-01;10:30;70030.5;338016.25;8167.25;23642.25;61122.034999999974;500978.285
2024-12-01T11:15:00+00:00;01;12;2024;2024-12-01;11:15;69310.0;324761.0;10333.0;27193.5;62597.016;494194.516
2024-12-01T12:15:00+00:00;01;12;2024;2024-12-01;12:15;69612.75;289414.75;8171.5;28043.0;64632.93599999999;459874.936
2024-12-01T14:30:00+00:00;01;12;2024;2024-12-01;14:30;68902.5;336317.0;6815.25;26027.75;59740.706999999995;497803.207
2024-12-01T16:30:00+00:00;01;12;2024;2024-12-01;16:30;68962.0;352554.5;1791.0;25127.0;48459.996999999974;496894.497
2024-12-01T17:45:00+00:00;01;12;2024;2024-12-01;17:45;68345.5;305111.0;0.0;26627.25;45623.804000000004;445707.554
2024-12-01T18:30:00+00:00;01;12;2024;2024-12-01;18:30;67677.0;280971.5;0.0;26182.25;45987.561999999976;420818.312
2024-12-01T18:45:00+00:00;01;12;2024;2024-12-01;18:45;66751.75;278695.25;0.0;26005.0;45644.61200000002;417096.612
2024-12-01T19:30:00+00:00;01;12;2024;2024-12-01;19:30;67666.5;233717.5;0.0;25744.25;46808.802000000025;373937.052
2024-12-01T20:00:00+00:00;01;12;2024;2024-12-01;20:00;68582.75;195996.25;0.0;25649.75;47160.71799999999;337389.468
2024-12-01T22:00:00+00:00;01;12;2024;2024-12-01;22:00;67002.5;243405.5;0.0;23066.5;46640.66200000001;380115.162
2024-12-01T23:30:00+00:00;01;12;2024;2024-12-01;23:30;68008.75;258418.75;0.0;15416.75;47036.21399999998;388880.464
2024-12-02T00:15:00+00:00;02;12;2024;2024-12-02;00:15;67255.5;257907.5;0.0;16601.5;46507.29800000001;388271.798
2024-12-02T00:30:00+00:00;02;12;2024;2024-12-02;00:30;67887.75;254542.25;0.0;16626.75;46828.053000000014;385884.803
2024-12-02T00:45:00+00:00;02;12;2024;2024-12-02;00:45;68075.5;247243.5;0.0;16545.5;46976.30800000002;378840.808
2024-12-02T02:00:00+00:00;02;12;2024;2024-12-02;02:00;69168.75;214498.25;0.0;16556.5;46193.071999999986;346416.572
2024-12-02T02:30:00+00:00;02;12;2024;2024-12-02;02:30;69663.5;221819.0;0.0;14780.0;45788.061999999976;352050.562
2024-12-02T03:15:00+00:00;02;12;2024;2024-12-02;03:15;66732.5;246505.5;0.0;14746.75;46270.136;374254.886
2024-12-02T04:15:00+00:00;02;12;2024;2024-12-02;04:15;68043.0;194285.75;0.0;14094.25;45990.93099999998;322413.931
2024-12-02T04:30:00+00:00;02;12;2024;2024-12-02;04:30;68071.0;173365.5;0.0;13352.5;46388.701;301177.701
2024-12-02T04:45:00+00:00;02;12;2024;2024-12-02;04:45;67969.75;149638.0;0.0;13332.75;45448.08899999998;276388.589
2024-12-02T05:00:00+00:00;02;12;2024;2024-12-02;05:00;68291.25;137986.0;0.0;13146.5;46072.640000000014;265496.39
2024-12-02T05:30:00+00:00;02;12;2024;2024-12-02;05:30;67518.5;129025.25;0.0;14234.75;45702.492;256480.992
2024-12-02T06:30:00+00:00;02;12;2024;2024-12-02;06:30;68688.5;94422.25;0.0;13906.5;43902.70000000001;220919.95
2024-12-02T08:15:00+00:00;02;12;2024;2024-12-02;08:15;75882.5;79916.0;593.5;19458.0;44146.570999999996;219996.571
2024-12-02T10:00:00+00:00;02;12;2024;2024-12-02;10:00;77012.5;59074.5;8546.5;25417.5;57915.66;227966.66
2024-12-02T10:15:00+00:00;02;12;2024;2024-12-02;10:15;77219.25;54467.75;9184.75;25437.5;59498.657999999996;225807.908
2024-12-02T10:30:00+00:00;02;12;2024;2024-12-02;10:30;76650.25;47650.0;10501.0;25466.25;60713.82699999999;220981.327
2024-12-02T11:45:00+00:00;02;12;2024;2024-12-02;11:45;78258.75;37454.5;17238.5;23187.0;62726.22700000001;218864.977
2024-12-02T14:30:00+00:00;02;12;2024;2024-12-02;14:30;74150.75;70688.75;13487.5;24532.75;58949.02100000001;241808.771
2024-12-02T14:45:00+00:00;02;12;2024;2024-12-02;14:45;74330.0;71534.5;11997.25;22903.75;54047.04699999999;234812.547
2024-12-02T15:00:00+00:00;02;12;2024;2024-12-02;15:00;74092.0;74446.0;11157.75;23711.5;50633.916;234041.166
2024-12-02T16:30:00+00:00;02;12;2024;2024-12-02;16:30;74474.25;85210.75;2692.25;27706.0;37204.600000000006;227287.85
2024-12-02T17:30:00+00:00;02;12;2024;2024-12-02;17:30;74310.25;105992.5;0.5;23191.75;43434.80100000001;246929.801
2024-12-02T17:45:00+00:00;02;12;2024;2024-12-02;17:45;73431.0;110565.25;0.0;22708.75;42854.236000000004;249559.236
2024-12-02T18:15:00+00:00;02;12;2024;2024-12-02;18:15;73287.0;116990.5;0.0;22517.0;43250.187999999995;256044.688
2024-12-02T18:30:00+00:00;02;12;2024;2024-12-02;18:30;73568.75;121459.25;0.0;22463.25;43330.255999999994;260821.506
2024-12-02T19:00:00+00:00;02;12;2024;2024-12-02;19:00;73235.0;120848.0;0.0;22443.75;44065.926999999996;260592.677
2024-12-02T19:45:00+00:00;02;12;2024;2024-12-02;19:45;72364.5;146563.5;0.0;22718.75;41578.07500000001;283224.825
2024-12-02T20:00:00+00:00;02;12;2024;2024-12-02;20:00;72804.25;163087.75;0.0;22438.0;41070.070999999996;299400.071
2024-12-02T21:00:00+00:00;02;12;2024;2024-12-02;21:00;70966.25;140666.5;0.0;21835.75;41525.87400000001;274994.374
2024-12-02T21:30:00+00:00;02;12;2024;2024-12-02;21:30;71239.75;121083.25;0.0;21307.0;41180.826;254810.826
2024-12-02T21:45:00+00:00;02;12;2024;2024-12-02;21:45;72658.0;114184.5;0.0;21154.0;41333.34700000001;249329.847
2024-12-02T22:15:00+00:00;02;12;2024;2024-12-02;22:15;70884.0;102857.25;0.0;19226.75;41817.282999999996;234785.283
2024-12-02T22:30:00+00:00;02;12;2024;2024-12-02;22:30;70500.0;102085.25;0.0;17334.25;40970.277;230889.777
2024-12-02T23:00:00+00:00;02;12;2024;2024-12-02;23:00;71100.5;98946.75;0.0;14318.0;41569.67999999999;225934.93
2024-12-02T23:15:00+00:00;02;12;2024;2024-12-02;23:15;71423.25;93607.25;0.0;12687.0;42249.753;219967.253
2024-12-03T00:15:00+00:00;03;12;2024;2024-12-03;00:15;65176.5;108861.5;0.0;12418.0;43731.27799999999;230187.278
2024-12-03T00:45:00+00:00;03;12;2024;2024-12-03;00:45;63542.75;114219.75;0.0;13911.0;45108.557;236782.057
2024-12-03T01:30:00+00:00;03;12;2024;2024-12-03;01:30;64471.0;140838.5;0.0;14169.75;45052.936999999976;264532.187
2024-12-03T01:45:00+00:00;03;12;2024;2024-12-03;01:45;64455.0;156807.75;0.0;14303.75;45035.043000000005;280601.543
2024-12-03T02:15:00+00:00;03;12;2024;2024-12-03;02:15;65929.75;165949.25;0.0;14087.0;44649.277;290615.277
2024-12-03T02:30:00+00:00;03;12;2024;2024-12-03;02:30;64944.0;164613.25;0.0;13954.75;44655.97999999998;288167.98
2024-12-03T03:15:00+00:00;03;12;2024;2024-12-03;03:15;66315.25;159407.0;0.0;13922.25;44772.06099999999;284416.561
2024-12-03T03:30:00+00:00;03;12;2024;2024-12-03;03:30;66424.0;170784.0;0.0;13941.25;44336.28000000003;295485.53
2024-12-03T04:00:00+00:00;03;12;2024;2024-12-03;04:00;66081.5;178977.75;0.0;14218.25;44101.00099999999;303378.501
2024-12-03T04:15:00+00:00;03;12;2024;2024-12-03;04:15;67043.0;175193.25;0.0;14251.25;43986.76000000001;300474.26
2024-12-03T05:00:00+00:00;03;12;2024;2024-12-03;05:00;65798.25;151195.75;0.0;13661.5;44309.77000000002;274965.27
2024-12-03T05:30:00+00:00;03;12;2024;2024-12-03;05:30;65614.0;135988.5;0.0;13314.5;44724.40700000001;259641.407
2024-12-03T07:00:00+00:00;03;12;2024;2024-12-03;07:00;67813.25;112504.75;0.0;13577.0;41765.611000000004;235660.611
2024-12-03T07:15:00+00:00;03;12;2024;2024-12-03;07:15;71977.0;118041.75;0.0;13714.5;40356.611000000004;244089.861
2024-12-03T08:45:00+00:00;03;12;2024;2024-12-03;08:45;76612.5;139887.0;7862.5;23526.75;48949.73700000002;296838.487
2024-12-03T09:15:00+00:00;03;12;2024;2024-12-03;09:15;76028.0;129290.25;12416.25;24769.25;53269.17499999999;295772.925
2024-12-03T11:45:00+00:00;03;12;2024;2024-12-03;11:45;75594.25;164126.25;23597.5;23516.25;64263.179000000004;351097.429
2024-12-03T12:45:00+00:00;03;12;2024;2024-12-03;12:45;76211.5;204513.75;19044.5;22713.0;65022.65399999998;387505.404
2024-12-03T14:15:00+00:00;03;12;2024;2024-12-03;14:15;74801.5;321550.0;12934.5;22990.0;60090.05599999998;492366.056
2024-12-03T14:45:00+00:00;03;12;2024;2024-12-03;14:45;76144.75;349732.5;11622.25;22543.75;57473.21399999998;517516.464
2024-12-03T15:00:00+00:00;03;12;2024;2024-12-03;15:00;76963.25;372610.5;12457.25;22310.5;56131.50199999998;540473.002
2024-12-03T16:00:00+00:00;03;12;2024;2024-12-03;16:00;75557.5;421023.75;5357.5;22985.75;49653.609999999986;574578.11
2024-12-03T18:45:00+00:00;03;12;2024;2024-12-03;18:45;74209.0;622508.25;0.0;22404.0;40665.55700000003;759786.807
2024-12-03T19:15:00+00:00;03;12;2024;2024-12-03;19:15;73652.75;642806.0;0.0;21788.25;39877.099000000046;778124.099
2024-12-03T21:15:00+00:00;03;12;2024;2024-12-03;21:15;72727.5;691196.0;0.0;21937.25;40629.08799999999;826489.838
2024-12-03T21:30:00+00:00;03;12;2024;2024-12-03;21:30;72944.0;706336.5;0.0;22020.5;40569.09699999995;841870.097
2024-12-03T21:45:00+00:00;03;12;2024;2024-12-03;21:45;73670.75;710104.75;0.0;21903.0;40541.08400000003;846219.584
2024-12-03T22:30:00+00:00;03;12;2024;2024-12-03;22:30;73481.5;707334.75;0.0;13275.25;41266.763000000035;835358.263
2024-12-03T23:00:00+00:00;03;12;2024;2024-12-03;23:00;74039.25;695607.0;0.0;12578.75;42139.32499999995;824364.325
2024-12-03T23:30:00+00:00;03;12;2024;2024-12-03;23:30;73555.0;682024.75;0.0;12584.5;41174.474000000046;809338.724
2024-12-03T23:45:00+00:00;03;12;2024;2024-12-03;23:45;73417.75;681305.75;0.0;12610.5;41456.62899999996;808790.629
2024-12-04T00:00:00+00:00;04;12;2024;2024-12-04;00:00;72935.0;682775.0;0.0;12628.5;41552.917000000016;809891.417
2024-12-04T00:45:00+00:00;04;12;2024;2024-12-04;00:45;68096.75;685287.25;0.0;12564.25;41482.24800000002;807430.498
2024-12-04T01:00:00+00:00;04;12;2024;2024-12-04;01:00;66617.75;667949.25;0.0;12159.25;41692.95499999996;788419.205
2024-12-04T02:00:00+00:00;04;12;2024;2024-12-04;02:00;64979.75;668007.0;0.0;11857.25;41042.15399999998;785886.154
2024-12-04T03:00:00+00:00;04;12;2024;2024-12-04;03:00;63890.25;644307.25;0.0;12681.25;41358.89399999997;762237.644
2024-12-04T03:15:00+00:00;04;12;2024;2024-12-04;03:15;64218.75;642662.0;0.0;11967.75;41631.18299999996;760479.683
2024-12-04T03:45:00+00:00;04;12;2024;2024-12-04;03:45;63308.25;605751.0;0.0;11800.75;41135.11300000001;721995.113
2024-12-04T04:00:00+00:00;04;12;2024;2024-12-04;04:00;63371.75;585806.25;0.0;11802.0;41184.609999999986;702164.61
2024-12-04T07:15:00+00:00;04;12;2024;2024-12-04;07:15;73461.5;455197.75;0.0;12426.5;43345.16299999994;584430.913
2024-12-04T07:45:00+00:00;04;12;2024;2024-12-04;07:45;73685.75;408642.5;18.75;12036.75;46591.39199999999;540975.142
2024-12-04T08:00:00+00:00;04;12;2024;2024-12-04;08:00;74123.0;416476.75;467.25;12188.0;53695.503000000026;556950.503
2024-12-04T08:45:00+00:00;04;12;2024;2024-12-04;08:45;74850.75;357138.0;5362.5;19093.75;46743.032999999996;503188.033
2024-12-04T09:15:00+00:00;04;12;2024;2024-12-04;09:15;74704.5;288809.75;9054.75;19908.25;52115.842000000004;444593.092
2024-12-04T09:45:00+00:00;04;12;2024;2024-12-04;09:45;75317.5;233985.75;11359.0;19183.25;54857.456999999995;394702.957
2024-12-04T10:15:00+00:00;04;12;2024;2024-12-04;10:15;74558.0;201373.25;13560.5;21703.5;58778.696999999986;369973.947
2024-12-04T10:30:00+00:00;04;12;2024;2024-12-04;10:30;73477.5;180591.5;15687.5;21755.0;60874.83600000001;352386.336
2024-12-04T11:00:00+00:00;04;12;2024;2024-12-04;11:00;74069.5;142390.25;18418.25;21841.0;59552.375;316271.375
2024-12-04T11:15:00+00:00;04;12;2024;2024-12-04;11:15;75322.0;129357.75;20599.25;22200.0;61347.092000000004;308826.092
2024-12-04T12:00:00+00:00;04;12;2024;2024-12-04;12:00;75081.5;128465.75;25561.0;22310.5;62902.53200000001;314321.282
2024-12-04T13:15:00+00:00;04;12;2024;2024-12-04;13:15;73230.25;90680.5;30429.0;24840.0;64294.185;283473.935
2024-12-04T16:30:00+00:00;04;12;2024;2024-12-04;16:30;75435.25;116124.25;5795.75;25408.5;46106.60800000001;268870.358
2024-12-04T16:45:00+00:00;04;12;2024;2024-12-04;16:45;76634.25;123206.25;3195.0;25888.0;40179.543999999994;269103.044
2024-12-04T18:30:00+00:00;04;12;2024;2024-12-04;18:30;75431.25;147934.25;0.0;25308.5;43526.293000000005;292200.293
2024-12-04T18:45:00+00:00;04;12;2024;2024-12-04;18:45;75914.5;143019.5;0.0;25900.5;42862.58899999998;287697.089
2024-12-04T19:30:00+00:00;04;12;2024;2024-12-04;19:30;72921.0;98119.75;0.0;26077.5;44007.85699999999;241126.107
2024-12-04T19:45:00+00:00;04;12;2024;2024-12-04;19:45;72901.25;106065.25;0.0;25904.25;43952.56;248823.31
2024-12-04T20:15:00+00:00;04;12;2024;2024-12-04;20:15;72961.25;75698.5;0.0;25129.5;42531.668000000005;216320.918
2024-12-04T21:00:00+00:00;04;12;2024;2024-12-04;21:00;73337.75;54079.0;0.0;25464.75;43592.39300000001;196473.893
2024-12-04T22:00:00+00:00;04;12;2024;2024-12-04;22:00;72351.25;69293.0;0.0;21350.5;43587.035;206581.785
2024-12-04T22:30:00+00:00;04;12;2024;2024-12-04;22:30;72589.25;74333.25;0.0;12746.5;42415.087;202084.087
2024-12-04T23:00:00+00:00;04;12;2024;2024-12-04;23:00;72289.5;76881.25;0.0;12622.5;42991.121000000014;204784.371
2024-12-04T23:45:00+00:00;04;12;2024;2024-12-04;23:45;72426.25;122733.25;0.0;12176.75;41966.07999999999;249302.33
2024-12-05T00:00:00+00:00;05;12;2024;2024-12-05;00:00;72648.25;125880.5;0.0;13443.25;42136.541;254108.541
2024-12-05T00:45:00+00:00;05;12;2024;2024-12-05;00:45;63299.25;121255.75;0.0;13446.75;43839.524999999994;241841.275
2024-12-05T01:00:00+00:00;05;12;2024;2024-12-05;01:00;60671.75;136843.5;0.0;13332.75;43289.01800000001;254137.018
2024-12-05T01:45:00+00:00;05;12;2024;2024-12-05;01:45;59046.75;187238.25;0.0;12878.0;43537.773999999976;302700.774
2024-12-05T03:15:00+00:00;05;12;2024;2024-12-05;03:15;57291.0;274834.0;0.25;13584.5;45396.658999999985;391106.409
2024-12-05T03:45:00+00:00;05;12;2024;2024-12-05;03:45;57443.75;282975.5;0.0;13508.25;45494.853;399422.353
2024-12-05T04:00:00+00:00;05;12;2024;2024-12-05;04:00;58691.25;258936.0;0.0;13189.5;44612.36599999998;375429.116
2024-12-05T05:30:00+00:00;05;12;2024;2024-12-05;05:30;60843.0;212534.25;0.25;12516.25;46625.65000000002;332519.4
2024-12-05T06:00:00+00:00;05;12;2024;2024-12-05;06:00;61514.75;217751.0;0.25;12871.0;46195.58899999998;338332.589
2024-12-05T07:45:00+00:00;05;12;2024;2024-12-05;07:45;70173.25;294954.5;3.5;12192.75;50040.070999999996;427364.071
2024-12-05T08:00:00+00:00;05;12;2024;2024-12-05;08:00;69545.0;289228.5;491.0;12087.0;56716.582999999984;428068.083
2024-12-05T08:30:00+00:00;05;12;2024;2024-12-05;08:30;71275.75;279887.75;4252.0;17355.25;48639.01799999998;421409.768
2024-12-05T10:15:00+00:00;05;12;2024;2024-12-05;10:15;73734.0;162052.25;22580.0;19295.25;61055.804000000004;338717.304
2024-12-05T12:45:00+00:00;05;12;2024;2024-12-05;12:45;76481.5;149268.0;29911.5;21690.5;63711.27799999999;341062.778
2024-12-05T13:00:00+00:00;05;12;2024;2024-12-05;13:00;71900.75;146615.25;29056.25;20701.75;63383.71399999998;331657.714
2024-12-05T13:15:00+00:00;05;12;2024;2024-12-05;13:15;76513.0;153655.5;28145.5;20428.75;62919.74099999998;341662.491
2024-12-05T13:30:00+00:00;05;12;2024;2024-12-05;13:30;76417.25;159066.75;27768.0;20456.75;61240.330000000016;344949.08
2024-12-05T14:15:00+00:00;05;12;2024;2024-12-05;14:15;74842.0;153211.75;19648.25;20549.25;59590.27500000002;327841.525
2024-12-05T15:00:00+00:00;05;12;2024;2024-12-05;15:00;74143.5;158147.5;15301.25;20892.25;54255.16200000001;322739.662
2024-12-05T16:00:00+00:00;05;12;2024;2024-12-05;16:00;74991.0;178758.0;11291.0;22380.0;47987.581000000006;335407.581
2024-12-05T16:30:00+00:00;05;12;2024;2024-12-05;16:30;74377.5;236866.5;5538.25;21194.75;44308.68300000002;382285.683
2024-12-05T16:45:00+00:00;05;12;2024;2024-12-05;16:45;74584.25;254282.25;2956.5;20752.75;43127.679000000004;395703.429
2024-12-05T17:30:00+00:00;05;12;2024;2024-12-05;17:30;70695.75;293672.25;0.75;21898.75;42041.848;428309.348
2024-12-05T18:00:00+00:00;05;12;2024;2024-12-05;18:00;70485.0;298735.25;0.0;23560.5;41827.37400000001;434608.124
2024-12-05T19:00:00+00:00;05;12;2024;2024-12-05;19:00;74865.5;269889.0;0.0;24287.75;41790.504000000015;410832.754
2024-12-05T19:30:00+00:00;05;12;2024;2024-12-05;19:30;74952.0;311462.25;0.0;24656.0;41693.10800000001;452763.358
2024-12-05T20:15:00+00:00;05;12;2024;2024-12-05;20:15;73295.25;293208.5;0.0;25176.25;41052.87400000001;432732.874
2024-12-05T21:00:00+00:00;05;12;2024;2024-12-05;21:00;71755.75;256406.75;0.0;21448.0;44461.402;394071.902
2024-12-05T21:30:00+00:00;05;12;2024;2024-12-05;21:30;72590.25;236223.5;0.0;21259.0;44810.879000000015;374883.629
2024-12-05T22:30:00+00:00;05;12;2024;2024-12-05;22:30;71844.25;186604.5;0.0;15069.0;44993.08899999998;318510.839
2024-12-05T23:00:00+00:00;05;12;2024;2024-12-05;23:00;72818.75;187718.75;0.0;12798.25;44756.84399999998;318092.594
2024-12-05T23:45:00+00:00;05;12;2024;2024-12-05;23:45;72286.75;225342.25;0.0;10985.5;44919.678000000014;353534.178
2024-12-06T00:30:00+00:00;06;12;2024;2024-12-06;00:30;64633.5;229916.5;0.0;10173.75;44548.76299999998;349272.513
2024-12-06T01:15:00+00:00;06;12;2024;2024-12-06;01:15;65920.25;209774.25;0.0;11294.25;44400.63500000001;331389.385
2024-12-06T03:00:00+00:00;06;12;2024;2024-12-06;03:00;63853.75;173766.75;0.0;11556.75;44269.273999999976;293446.524
2024-12-06T03:15:00+00:00;06;12;2024;2024-12-06;03:15;65963.5;179759.25;0.0;11817.25;44427.61599999998;301967.616
2024-12-06T03:30:00+00:00;06;12;2024;2024-12-06;03:30;66331.5;183377.5;0.0;11334.25;44554.72999999998;305597.98
2024-12-06T04:00:00+00:00;06;12;2024;2024-12-06;04:00;65579.0;176030.0;0.0;11142.0;44761.57400000002;297512.574
2024-12-06T04:30:00+00:00;06;12;2024;2024-12-06;04:30;64257.75;180922.5;0.0;10872.5;44493.22499999998;300545.975
2024-12-11T12:15:00+00:00;11;12;2024;2024-12-11;12:15;81299.25;78142.5;31474.5;19378.25;71163.21100000001;281457.711
2024-12-11T13:00:00+00:00;11;12;2024;2024-12-11;13:00;80813.25;68133.0;31522.5;18319.75;71825.467;270613.967
2024-12-11T13:15:00+00:00;11;12;2024;2024-12-11;13:15;80031.5;62373.5;31545.0;18866.25;68604.14799999999;261420.398
2024-12-11T14:00:00+00:00;11;12;2024;2024-12-11;14:00;80048.25;48718.0;28755.5;18428.75;65103.07399999999;241053.574
2024-12-11T14:45:00+00:00;11;12;2024;2024-12-11;14:45;80590.75;38393.0;24427.25;18489.75;61075.04800000001;222975.798
2024-12-11T15:00:00+00:00;11;12;2024;2024-12-11;15:00;80342.5;36702.25;23543.0;18692.5;58308.98300000001;217589.233
2024-12-11T15:15:00+00:00;11;12;2024;2024-12-11;15:15;79678.75;36551.5;21373.0;19037.25;56504.005000000005;213144.505
2024-12-11T16:00:00+00:00;11;12;2024;2024-12-11;16:00;78925.75;40426.75;11740.5;20370.75;51640.64199999999;203104.392
2024-12-11T17:15:00+00:00;11;12;2024;2024-12-11;17:15;79561.25;63441.0;114.25;19845.0;43085.546;206047.046
2024-12-11T18:00:00+00:00;11;12;2024;2024-12-11;18:00;79467.25;74247.75;0.0;19795.0;43386.111000000004;216896.111
2024-12-11T18:15:00+00:00;11;12;2024;2024-12-11;18:15;79434.25;76007.75;0.0;20365.25;43250.32500000001;219057.575
2024-12-11T18:30:00+00:00;11;12;2024;2024-12-11;18:30;78980.5;78234.5;0.0;21329.0;43336.59400000001;221880.594
2024-12-11T20:00:00+00:00;11;12;2024;2024-12-11;20:00;77948.75;107314.75;0.0;18194.5;44052.152;247510.152
2024-12-11T21:00:00+00:00;11;12;2024;2024-12-11;21:00;76841.0;141735.75;0.0;19626.0;44058.65399999998;282261.404
2024-12-11T21:30:00+00:00;11;12;2024;2024-12-11;21:30;76859.5;160977.0;0.0;19626.0;43826.53999999998;301289.04
2024-12-11T22:00:00+00:00;11;12;2024;2024-12-11;22:00;77255.0;187684.25;0.0;18361.25;43833.93099999998;327134.431
2024-12-11T22:15:00+00:00;11;12;2024;2024-12-11;22:15;78121.25;200527.25;0.0;14052.25;44054.08899999998;336754.839
2024-12-11T22:30:00+00:00;11;12;2024;2024-12-11;22:30;77726.5;213229.0;0.0;12982.75;43741.60600000003;347679.856
2024-12-11T23:00:00+00:00;11;12;2024;2024-12-11;23:00;76714.25;228742.75;0.0;11630.25;43641.098;360728.348
2024-12-11T23:15:00+00:00;11;12;2024;2024-12-11;23:15;77020.0;233337.5;0.0;11443.5;42392.601000000024;364193.601
2024-12-11T23:45:00+00:00;11;12;2024;2024-12-11;23:45;77654.25;256160.5;0.0;8878.75;43769.103;386462.603
2024-12-12T00:00:00+00:00;12;12;2024;2024-12-12;00:00;77109.5;267311.5;0.0;8999.75;43486.10800000001;396906.858
2024-12-12T01:00:00+00:00;12;12;2024;2024-12-12;01:00;68637.0;300268.0;0.0;8750.25;43842.42599999998;421497.676
2024-12-12T01:15:00+00:00;12;12;2024;2024-12-12;01:15;68641.5;310463.25;0.0;8143.75;43879.19099999999;431127.691
2024-12-12T02:30:00+00:00;12;12;2024;2024-12-12;02:30;69718.5;311336.75;0.0;7535.0;44655.369999999995;433245.62
2024-12-12T02:45:00+00:00;12;12;2024;2024-12-12;02:45;69103.0;318310.25;0.0;7549.25;43633.16200000001;438595.662
2024-12-12T04:00:00+00:00;12;12;2024;2024-12-12;04:00;69139.25;355689.25;0.0;6882.5;44711.39299999998;476422.393
2024-12-12T04:45:00+00:00;12;12;2024;2024-12-12;04:45;69814.75;374937.5;0.0;6596.75;44437.341000000015;495786.341
2024-12-12T05:00:00+00:00;12;12;2024;2024-12-12;05:00;68935.75;375736.5;0.0;6925.75;44177.15399999998;495775.154
2024-12-12T05:30:00+00:00;12;12;2024;2024-12-12;05:30;69206.25;387935.75;0.0;6217.75;43695.60200000001;507055.352
2024-12-12T05:45:00+00:00;12;12;2024;2024-12-12;05:45;67575.75;387963.0;0.0;5204.25;43502.61300000001;504245.613
2024-12-12T06:15:00+00:00;12;12;2024;2024-12-12;06:15;68533.25;411922.5;0.0;7239.5;44047.734000000055;531742.984
2024-12-12T06:30:00+00:00;12;12;2024;2024-12-12;06:30;69058.0;427029.0;0.0;8789.25;43664.424;548540.674
2024-12-12T06:45:00+00:00;12;12;2024;2024-12-12;06:45;69739.25;444322.5;0.0;8793.5;43506.978;566362.228
2024-12-12T07:30:00+00:00;12;12;2024;2024-12-12;07:30;77044.75;457722.25;0.0;10069.25;41568.09299999999;586404.343
2024-12-12T07:45:00+00:00;12;12;2024;2024-12-12;07:45;77027.0;457786.0;0.5;10147.5;45435.54099999997;590396.541
2024-12-12T08:15:00+00:00;12;12;2024;2024-12-12;08:15;76892.25;455010.75;548.0;13656.0;42311.55500000005;588418.555
2024-12-12T10:15:00+00:00;12;12;2024;2024-12-12;10:15;71480.25;411201.5;18761.5;19875.0;58436.78700000001;579755.037
2024-12-12T10:30:00+00:00;12;12;2024;2024-12-12;10:30;71276.5;395933.5;21847.0;20111.5;61166.19400000002;570334.694
2024-12-12T12:00:00+00:00;12;12;2024;2024-12-12;12:00;71914.5;302147.25;24762.5;20837.25;63288.39299999998;482949.893
2024-12-12T12:30:00+00:00;12;12;2024;2024-12-12;12:30;72957.0;263145.5;26083.5;22021.75;64344.128000000026;448551.878
2024-12-12T12:45:00+00:00;12;12;2024;2024-12-12;12:45;72842.0;245963.5;26620.5;22007.5;64788.14299999998;432221.643
2024-12-12T14:00:00+00:00;12;12;2024;2024-12-12;14:00;72285.25;186493.75;20833.25;21693.75;60440.592000000004;361746.592
2024-12-12T16:00:00+00:00;12;12;2024;2024-12-12;16:00;71582.75;151783.0;6985.75;21415.5;49180.29599999997;300947.296
2024-12-12T17:15:00+00:00;12;12;2024;2024-12-12;17:15;71908.75;176464.0;96.5;20928.0;42660.918999999994;312058.169
