valid_time,number,tcc_frac,cloudcover_pct
2023-05-05 00:00:00+00:00,0.0,0.4330702,43.307022
2023-05-06 00:00:00+00:00,0.0,0.38850367,38.850365
2023-05-07 00:00:00+00:00,0.0,0.3325729,33.25729
2023-05-08 00:00:00+00:00,0.0,0.81607884,81.60789
2023-05-09 00:00:00+00:00,0.0,0.74224216,74.22422
2023-05-10 00:00:00+00:00,0.0,0.49796298,49.7963
2023-05-11 00:00:00+00:00,0.0,0.05749166,5.749166
2023-05-12 00:00:00+00:00,0.0,0.056957155,5.6957154
2023-05-13 00:00:00+00:00,0.0,0.04371151,4.371151
2023-05-14 00:00:00+00:00,0.0,0.18172298,18.172298
2023-05-15 00:00:00+00:00,0.0,0.3346884,33.468838
2023-05-16 00:00:00+00:00,0.0,0.48710468,48.71047
2023-05-17 00:00:00+00:00,0.0,0.5859102,58.591022
2023-05-18 00:00:00+00:00,0.0,0.23750001,23.750002
2023-05-19 00:00:00+00:00,0.0,0.08010205,8.010204
2023-05-20 00:00:00+00:00,0.0,0.85078305,85.07831
2023-05-21 00:00:00+00:00,0.0,0.8496856,84.96856
2023-05-22 00:00:00+00:00,0.0,0.8330346,83.30346
2023-05-23 00:00:00+00:00,0.0,0.7851425,78.51425
2023-05-24 00:00:00+00:00,0.0,0.2998683,29.98683
2023-05-25 00:00:00+00:00,0.0,0.1891708,18.917078
2023-05-26 00:00:00+00:00,0.0,0.4847503,48.475033
2023-05-27 00:00:00+00:00,0.0,0.70866984,70.86698
2023-05-28 00:00:00+00:00,0.0,0.86441535,86.44153
2023-05-29 00:00:00+00:00,0.0,0.71996886,71.99689
2023-05-30 00:00:00+00:00,0.0,0.5885891,58.858906
2023-05-31 00:00:00+00:00,0.0,0.4909065,49.090652
2023-06-01 00:00:00+00:00,0.0,0.7321871,73.21871
2023-06-02 00:00:00+00:00,0.0,0.60567135,60.567135
2023-06-03 00:00:00+00:00,0.0,0.45005846,45.005848
2023-06-04 00:00:00+00:00,0.0,0.44424605,44.424606
2023-06-05 00:00:00+00:00,0.0,0.45747086,45.747086
2023-06-06 00:00:00+00:00,0.0,0.8926936,89.269356
2023-06-07 00:00:00+00:00,0.0,0.7811753,78.11753
2023-06-08 00:00:00+00:00,0.0,0.69443464,69.44347
2023-06-09 00:00:00+00:00,0.0,0.8684829,86.8483
2023-06-10 00:00:00+00:00,0.0,0.65452075,65.45207
2023-06-11 00:00:00+00:00,0.0,0.5288216,52.882156
2023-06-12 00:00:00+00:00,0.0,0.5532326,55.32326
2023-06-13 00:00:00+00:00,0.0,0.52722496,52.722492
2023-06-14 00:00:00+00:00,0.0,0.29152682,29.152681
2023-06-15 00:00:00+00:00,0.0,0.25614092,25.614092
2023-06-16 00:00:00+00:00,0.0,0.52408147,52.408146
2023-06-17 00:00:00+00:00,0.0,0.31123352,31.123352
2023-06-18 00:00:00+00:00,0.0,0.8114643,81.14643
2023-06-19 00:00:00+00:00,0.0,0.612498,61.2498
2023-06-20 00:00:00+00:00,0.0,0.69812846,69.81285
2023-06-21 00:00:00+00:00,0.0,0.63454384,63.45438
2023-06-22 00:00:00+00:00,0.0,0.14884114,14.884113
2023-06-23 00:00:00+00:00,0.0,0.024978638,2.4978638
2023-06-24 00:00:00+00:00,0.0,0.04537343,4.537343
2023-06-25 00:00:00+00:00,0.0,0.06421789,6.4217887
2023-06-26 00:00:00+00:00,0.0,0.0029170914,0.29170915
2023-06-27 00:00:00+00:00,0.0,0.016195798,1.6195798
2023-06-28 00:00:00+00:00,0.0,0.033986527,3.398653
2023-06-29 00:00:00+00:00,0.0,0.06278597,6.278597
2023-06-30 00:00:00+00:00,0.0,0.019527197,1.9527197
2023-07-01 00:00:00+00:00,0.0,0.001979409,0.1979409
2023-07-02 00:00:00+00:00,0.0,0.04586297,4.5862966
2023-07-03 00:00:00+00:00,0.0,0.03986426,3.986426
2023-07-04 00:00:00+00:00,0.0,0.103222184,10.322218
2023-07-05 00:00:00+00:00,0.0,0.25669017,25.66902
2023-07-06 00:00:00+00:00,0.0,0.3360548,33.60548
2023-07-07 00:00:00+00:00,0.0,0.114317454,11.4317465
2023-07-08 00:00:00+00:00,0.0,0.3672969,36.729687
2023-07-09 00:00:00+00:00,0.0,0.07735621,7.735621
2023-07-10 00:00:00+00:00,0.0,0.0014697056,0.14697056
2023-07-11 00:00:00+00:00,0.0,0.12750305,12.750305
2023-07-12 00:00:00+00:00,0.0,0.4391601,43.91601
2023-07-13 00:00:00+00:00,0.0,0.06354934,6.354934
2023-07-14 00:00:00+00:00,0.0,0.1614127,16.141272
2023-07-15 00:00:00+00:00,0.0,0.39182833,39.182835
2023-07-16 00:00:00+00:00,0.0,0.06452682,6.452682
2023-07-17 00:00:00+00:00,0.0,0.016201468,1.6201468
2023-07-18 00:00:00+00:00,0.0,0.17623186,17.623186
2023-07-19 00:00:00+00:00,0.0,0.09726825,9.726826
2023-07-20 00:00:00+00:00,0.0,0.0917176,9.171761
2023-07-21 00:00:00+00:00,0.0,0.19263345,19.263346
2023-07-22 00:00:00+00:00,0.0,0.13070425,13.070426
2023-07-23 00:00:00+00:00,0.0,0.15739603,15.739602
2023-07-24 00:00:00+00:00,0.0,0.32437047,32.437046
2023-07-25 00:00:00+00:00,0.0,0.06705334,6.705334
2023-07-26 00:00:00+00:00,0.0,0.0019173116,0.19173115
2023-07-27 00:00:00+00:00,0.0,0.23039757,23.039757
2023-07-28 00:00:00+00:00,0.0,0.1077227,10.77227
2023-07-29 00:00:00+00:00,0.0,0.18887623,18.887623
2023-07-30 00:00:00+00:00,0.0,0.057367604,5.7367606
2023-07-31 00:00:00+00:00,0.0,0.027598513,2.7598512
2023-08-01 00:00:00+00:00,0.0,0.23533909,23.533907
2023-08-02 00:00:00+00:00,0.0,0.43716362,43.716366
2023-08-03 00:00:00+00:00,0.0,0.075082816,7.5082817
2023-08-04 00:00:00+00:00,0.0,0.021097265,2.1097267
2023-08-05 00:00:00+00:00,0.0,0.0007355484,0.07355484
2023-08-06 00:00:00+00:00,0.0,4.538742e-05,0.0045387414
2023-08-07 00:00:00+00:00,0.0,0.015990209,1.5990208
2023-08-08 00:00:00+00:00,0.0,0.06919781,6.919781
2023-08-09 00:00:00+00:00,0.0,0.21017538,21.017538
2023-08-10 00:00:00+00:00,0.0,0.09481149,9.481149
2023-08-11 00:00:00+00:00,0.0,0.048167255,4.8167253
2023-08-12 00:00:00+00:00,0.0,0.09226743,9.226743
2023-08-13 00:00:00+00:00,0.0,0.12053573,12.053573
2023-08-14 00:00:00+00:00,0.0,0.27609983,27.60998
2023-08-15 00:00:00+00:00,0.0,0.52718496,52.718494
2023-08-16 00:00:00+00:00,0.0,0.0841103,8.411031
2023-08-17 00:00:00+00:00,0.0,0.30643746,30.643745
2023-08-18 00:00:00+00:00,0.0,0.54197234,54.197235
2023-08-19 00:00:00+00:00,0.0,0.3482063,34.820633
2023-08-20 00:00:00+00:00,0.0,0.43641448,43.64145
2023-08-21 00:00:00+00:00,0.0,0.14947411,14.947411
2023-08-22 00:00:00+00:00,0.0,0.10345926,10.345925
2023-08-23 00:00:00+00:00,0.0,0.024791807,2.4791806
2023-08-24 00:00:00+00:00,0.0,0.067868166,6.786816
2023-08-25 00:00:00+00:00,0.0,0.42573202,42.573204
2023-08-26 00:00:00+00:00,0.0,0.38324857,38.324856
2023-08-27 00:00:00+00:00,0.0,0.38149634,38.14964
2023-08-28 00:00:00+00:00,0.0,0.045359295,4.535929
2023-08-29 00:00:00+00:00,0.0,0.142911,14.2911005
2023-08-30 00:00:00+00:00,0.0,0.2607028,26.07028
2023-08-31 00:00:00+00:00,0.0,0.26717672,26.717674
2023-09-01 00:00:00+00:00,0.0,0.61154264,61.154266
2023-09-02 00:00:00+00:00,0.0,0.7306215,73.06215
2023-09-03 00:00:00+00:00,0.0,0.7383139,73.83139
2023-09-04 00:00:00+00:00,0.0,0.7032475,70.324745
2023-09-05 00:00:00+00:00,0.0,0.7512432,75.12432
2023-09-06 00:00:00+00:00,0.0,0.7407518,74.07519
2023-09-07 00:00:00+00:00,0.0,0.56513953,56.51395
2023-09-08 00:00:00+00:00,0.0,0.62615335,62.615337
2023-09-09 00:00:00+00:00,0.0,0.67731255,67.731255
2023-09-10 00:00:00+00:00,0.0,0.7136479,71.36479
2023-09-11 00:00:00+00:00,0.0,0.5817973,58.179733
2023-09-12 00:00:00+00:00,0.0,0.3665986,36.659863
2023-09-13 00:00:00+00:00,0.0,0.2417893,24.17893
2023-09-14 00:00:00+00:00,0.0,0.5414687,54.146866
2023-09-15 00:00:00+00:00,0.0,0.54298323,54.29833
2023-09-16 00:00:00+00:00,0.0,0.75971884,75.971886
2023-09-17 00:00:00+00:00,0.0,0.63822037,63.822037
2023-09-18 00:00:00+00:00,0.0,0.5445058,54.450573
2023-09-19 00:00:00+00:00,0.0,0.24632938,24.632936
2023-09-20 00:00:00+00:00,0.0,0.57348007,57.348007
2023-09-21 00:00:00+00:00,0.0,0.8750749,87.5075
2023-09-22 00:00:00+00:00,0.0,0.5767488,57.67488
2023-09-23 00:00:00+00:00,0.0,0.20856528,20.856527
2023-09-24 00:00:00+00:00,0.0,0.007043861,0.70438606
2023-09-25 00:00:00+00:00,0.0,0.015811456,1.5811456
2023-09-26 00:00:00+00:00,0.0,0.29011586,29.01159
2023-09-27 00:00:00+00:00,0.0,0.5998209,59.98209
2023-09-28 00:00:00+00:00,0.0,0.1272482,12.72482
2023-09-29 00:00:00+00:00,0.0,0.09967337,9.967338
2023-09-30 00:00:00+00:00,0.0,0.006644081,0.664408
2023-10-01 00:00:00+00:00,0.0,0.15578635,15.578636
2023-10-02 00:00:00+00:00,0.0,0.14029406,14.029407
2023-10-03 00:00:00+00:00,0.0,0.26279736,26.279734
2023-10-04 00:00:00+00:00,0.0,0.31826845,31.826843
2023-10-05 00:00:00+00:00,0.0,0.31359676,31.359678
2023-10-06 00:00:00+00:00,0.0,0.6154391,61.54391
2023-10-07 00:00:00+00:00,0.0,0.49514857,49.51486
2023-10-08 00:00:00+00:00,0.0,0.10799546,10.799545
2023-10-09 00:00:00+00:00,0.0,0.01501776,1.5017761
2023-10-10 00:00:00+00:00,0.0,0.11231095,11.231095
2023-10-11 00:00:00+00:00,0.0,0.3977172,39.77172
2023-10-12 00:00:00+00:00,0.0,0.15308185,15.308186
2023-10-13 00:00:00+00:00,0.0,0.89897305,89.89731
2023-10-14 00:00:00+00:00,0.0,0.76929784,76.92979
2023-10-15 00:00:00+00:00,0.0,0.89672804,89.67281
2023-10-16 00:00:00+00:00,0.0,0.9459009,94.590096
2023-10-17 00:00:00+00:00,0.0,0.8972363,89.723625
2023-10-18 00:00:00+00:00,0.0,0.73656183,73.65619
2023-10-19 00:00:00+00:00,0.0,0.87293357,87.29336
2023-10-20 00:00:00+00:00,0.0,0.52634335,52.634335
2023-10-21 00:00:00+00:00,0.0,0.8056209,80.56209
2023-10-22 00:00:00+00:00,0.0,0.87524796,87.52479
2023-10-23 00:00:00+00:00,0.0,0.6699349,66.99349
2023-10-24 00:00:00+00:00,0.0,0.75220484,75.22048
2023-10-25 00:00:00+00:00,0.0,0.93710953,93.71096
2023-10-26 00:00:00+00:00,0.0,0.9467003,94.67002
2023-10-27 00:00:00+00:00,0.0,0.8109965,81.09965
2023-10-28 00:00:00+00:00,0.0,0.7456115,74.56115
2023-10-29 00:00:00+00:00,0.0,0.9599394,95.993935
2023-10-30 00:00:00+00:00,0.0,0.6552488,65.52488
2023-10-31 00:00:00+00:00,0.0,0.88868564,88.86856
2023-11-01 00:00:00+00:00,0.0,0.84611803,84.61181
2023-11-02 00:00:00+00:00,0.0,0.78401756,78.40176
2023-11-03 00:00:00+00:00,0.0,0.84218556,84.21856
2023-11-04 00:00:00+00:00,0.0,0.78335243,78.33524
2023-11-05 00:00:00+00:00,0.0,0.4906207,49.06207
2023-11-06 00:00:00+00:00,0.0,0.309134,30.9134
2023-11-07 00:00:00+00:00,0.0,0.58261377,58.26138
2023-11-08 00:00:00+00:00,0.0,0.8847248,88.47247
2023-11-09 00:00:00+00:00,0.0,0.730809,73.080894
2023-11-10 00:00:00+00:00,0.0,0.8247752,82.477516
2023-11-11 00:00:00+00:00,0.0,0.96034104,96.03411
2023-11-12 00:00:00+00:00,0.0,0.8077412,80.774124
2023-11-13 00:00:00+00:00,0.0,0.7110097,71.10097
2023-11-14 00:00:00+00:00,0.0,0.44634792,44.634792
2023-11-15 00:00:00+00:00,0.0,0.64555293,64.55529
2023-11-16 00:00:00+00:00,0.0,0.8013582,80.135826
2023-11-17 00:00:00+00:00,0.0,0.5820078,58.20078
2023-11-18 00:00:00+00:00,0.0,0.2392432,23.924318
2023-11-19 00:00:00+00:00,0.0,0.29439947,29.439949
2023-11-20 00:00:00+00:00,0.0,0.6225961,62.25961
2023-11-21 00:00:00+00:00,0.0,0.1686007,16.86007
2023-11-22 00:00:00+00:00,0.0,0.0073517147,0.7351714
2023-11-23 00:00:00+00:00,0.0,0.06850184,6.8501835
2023-11-24 00:00:00+00:00,0.0,0.0053108963,0.5310896
2023-11-25 00:00:00+00:00,0.0,0.15686248,15.686248
2023-11-26 00:00:00+00:00,0.0,0.84687424,84.687416
2023-11-27 00:00:00+00:00,0.0,0.9298685,92.98685
2023-11-28 00:00:00+00:00,0.0,0.9714677,97.14677
2023-11-29 00:00:00+00:00,0.0,0.93082,93.08199
2023-11-30 00:00:00+00:00,0.0,0.98511654,98.51166
2023-12-01 00:00:00+00:00,0.0,0.55394536,55.39453
2023-12-02 00:00:00+00:00,0.0,0.3247604,32.47604
2023-12-03 00:00:00+00:00,0.0,0.77377135,77.377144
2023-12-04 00:00:00+00:00,0.0,0.8322125,83.22126
2023-12-05 00:00:00+00:00,0.0,0.9755697,97.55698
2023-12-06 00:00:00+00:00,0.0,0.86824554,86.824554
2023-12-07 00:00:00+00:00,0.0,0.95872265,95.87226
2023-12-08 00:00:00+00:00,0.0,0.80998796,80.99879
2023-12-09 00:00:00+00:00,0.0,0.9645469,96.45469
2023-12-10 00:00:00+00:00,0.0,0.76758164,76.75816
2023-12-11 00:00:00+00:00,0.0,0.90404487,90.40449
2023-12-12 00:00:00+00:00,0.0,0.92703223,92.703224
2023-12-13 00:00:00+00:00,0.0,0.50309557,50.30956
2023-12-14 00:00:00+00:00,0.0,0.13463528,13.463528
2023-12-15 00:00:00+00:00,0.0,0.106199495,10.619949
2023-12-16 00:00:00+00:00,0.0,0.0058833105,0.58833104
2023-12-17 00:00:00+00:00,0.0,0.06323236,6.323236
2023-12-18 00:00:00+00:00,0.0,0.07765226,7.7652264
2023-12-19 00:00:00+00:00,0.0,0.08342808,8.342807
2023-12-20 00:00:00+00:00,0.0,0.33703592,33.703594
2023-12-21 00:00:00+00:00,0.0,0.020181483,2.0181484
2023-12-22 00:00:00+00:00,0.0,0.039926913,3.992691
2023-12-23 00:00:00+00:00,0.0,0.05538915,5.538915
2023-12-24 00:00:00+00:00,0.0,0.3135165,31.351652
2023-12-25 00:00:00+00:00,0.0,0.4460827,44.608273
2023-12-26 00:00:00+00:00,0.0,0.33895087,33.89509
2023-12-27 00:00:00+00:00,0.0,0.81738853,81.73885
2023-12-28 00:00:00+00:00,0.0,0.9042675,90.42675
2023-12-29 00:00:00+00:00,0.0,0.8638058,86.380585
2023-12-30 00:00:00+00:00,0.0,0.78690857,78.69086
2023-12-31 00:00:00+00:00,0.0,0.9552142,95.521416
2024-01-01 00:00:00+00:00,0.0,0.64596796,64.596794
2024-01-02 00:00:00+00:00,0.0,0.95086336,95.086334
2024-01-03 00:00:00+00:00,0.0,0.97843313,97.843315
2024-01-04 00:00:00+00:00,0.0,0.8493063,84.930626
2024-01-05 00:00:00+00:00,0.0,0.47578505,47.578506
2024-01-06 00:00:00+00:00,0.0,0.64658797,64.6588
2024-01-07 00:00:00+00:00,0.0,0.24357282,24.357279
