valid_time,mean_cloud,min_cloud,max_cloud
2023-10-25 00:00:00+00:00,93.71096,84.4644,99.70419
2023-10-26 00:00:00+00:00,94.67002,78.94474,99.58833
2023-10-27 00:00:00+00:00,81.09965,61.770775,98.335175
2023-10-28 00:00:00+00:00,74.56115,61.978943,98.059044
2023-10-29 00:00:00+00:00,95.993935,75.889786,99.76975
2023-10-30 00:00:00+00:00,65.52488,31.441185,97.59547
2023-10-31 00:00:00+00:00,88.86856,64.9776,99.46917
2023-11-01 00:00:00+00:00,84.61181,75.81712,92.19626
2023-11-02 00:00:00+00:00,78.40176,57.52477,90.50354
2023-11-03 00:00:00+00:00,84.21856,59.352165,96.08
2023-11-04 00:00:00+00:00,78.33524,37.801083,97.49027
2023-11-05 00:00:00+00:00,49.06207,35.842285,75.86767
2023-11-06 00:00:00+00:00,30.9134,7.9370832,42.981102
2023-11-07 00:00:00+00:00,58.26138,24.656803,91.58056
2023-11-08 00:00:00+00:00,88.47247,43.44479,100.0
2023-11-09 00:00:00+00:00,73.080894,38.44565,99.54834
2023-11-10 00:00:00+00:00,82.477516,50.16799,96.57841
2023-11-11 00:00:00+00:00,96.03411,89.538826,99.37841
2023-11-12 00:00:00+00:00,80.774124,41.002018,96.41472
2023-11-13 00:00:00+00:00,71.10097,26.094612,98.941505
2023-11-14 00:00:00+00:00,44.634792,27.773472,65.30482
2023-11-15 00:00:00+00:00,64.55529,38.85121,86.73469
2023-11-16 00:00:00+00:00,80.135826,56.242783,99.4128
2023-11-17 00:00:00+00:00,58.20078,28.230017,92.63586
2023-11-18 00:00:00+00:00,23.924318,0.6781006,48.02045
2023-11-19 00:00:00+00:00,29.439949,1.1061007,59.015972
2023-11-20 00:00:00+00:00,62.25961,34.066666,84.085014
2023-11-21 00:00:00+00:00,16.86007,0.011776195,38.403
2023-11-22 00:00:00+00:00,0.7351714,0.0,6.0533233
2023-11-23 00:00:00+00:00,6.8501835,0.0,19.254906
2023-11-24 00:00:00+00:00,0.5310896,0.003949334,1.1709774
2023-11-25 00:00:00+00:00,15.686248,0.6626264,61.893307
2023-11-26 00:00:00+00:00,84.687416,43.118755,99.28194
2023-11-27 00:00:00+00:00,92.98685,79.74548,98.334274
2023-11-28 00:00:00+00:00,97.14677,89.311844,99.90504
2023-11-29 00:00:00+00:00,93.08199,60.120815,100.0
2023-11-30 00:00:00+00:00,98.51166,94.824326,100.0
2023-12-01 00:00:00+00:00,55.39453,17.323967,98.845825
2023-12-02 00:00:00+00:00,32.47604,6.571907,55.11697
2023-12-03 00:00:00+00:00,77.377144,8.903701,99.09708
2023-12-04 00:00:00+00:00,83.22126,68.59461,99.71539
2023-12-05 00:00:00+00:00,97.55698,76.73336,100.0
2023-12-06 00:00:00+00:00,86.824554,54.90019,99.934265
2023-12-07 00:00:00+00:00,95.87226,69.254906,100.0
2023-12-08 00:00:00+00:00,80.99879,48.692806,98.564995
2023-12-09 00:00:00+00:00,96.45469,84.33469,99.76078
2023-12-10 00:00:00+00:00,76.75816,41.024242,99.365875
2023-12-11 00:00:00+00:00,90.40449,49.9096,100.0
2023-12-12 00:00:00+00:00,92.703224,69.20697,99.99339
2023-12-13 00:00:00+00:00,50.30956,6.1873136,97.08992
2023-12-14 00:00:00+00:00,13.463528,0.0,38.983837
2023-12-15 00:00:00+00:00,10.619949,0.0,36.16857
2023-12-16 00:00:00+00:00,0.58833104,0.0,3.422708
2023-12-17 00:00:00+00:00,6.323236,0.11230469,14.729039
2023-12-18 00:00:00+00:00,7.7652264,0.6652114,15.843434
2023-12-19 00:00:00+00:00,8.342807,0.39030188,23.838823
2023-12-20 00:00:00+00:00,33.703594,0.023480583,84.984055
2023-12-21 00:00:00+00:00,2.0181484,0.03173828,8.169735
2023-12-22 00:00:00+00:00,3.992691,0.0,18.035746
2023-12-23 00:00:00+00:00,5.538915,0.13334386,15.8200245
2023-12-24 00:00:00+00:00,31.351652,4.0481386,49.20209
2023-12-25 00:00:00+00:00,44.608273,20.336018,67.37793
2023-12-26 00:00:00+00:00,33.89509,7.3069854,64.46842
2023-12-27 00:00:00+00:00,81.73885,34.366455,99.963776
2023-12-28 00:00:00+00:00,90.42675,66.11091,99.769325
2023-12-29 00:00:00+00:00,86.380585,58.391293,97.617294
2023-12-30 00:00:00+00:00,78.69086,54.74286,95.42506
2023-12-31 00:00:00+00:00,95.521416,86.77623,99.828094
2024-01-01 00:00:00+00:00,64.596794,28.690222,100.0
