,temp_C_mean,temp_C_min,temp_C_max,wind_speed_mean,wind_speed_min,wind_speed_max,precip_mm_sum
2022-12-31 00:00:00+00:00,,,,,,,0.25328466
2023-01-01 00:00:00+00:00,14.749268,13.474365,16.02417,4.677809,4.063543,5.2920747,0.42040208
2023-01-02 00:00:00+00:00,11.1353,10.373016,11.897583,1.6833994,1.5847678,1.7820309,0.0042410456
